Time,Value
07:05:53,829
07:05:54,829
07:05:55,829
07:05:56,829
07:05:57,829
07:05:58,829
07:05:59,830
07:06:00,830
07:06:01,830
07:06:02,831
07:06:03,830
07:06:04,830
07:06:05,831
07:06:06,831
07:06:07,831
07:06:08,831
07:06:09,831
07:06:10,831
07:06:11,831
07:06:12,831
07:06:13,831
07:06:14,831
07:06:15,831
07:06:16,832
07:06:17,832
07:06:18,832
07:06:19,832
07:06:20,832
07:06:21,832
07:06:22,832
07:06:23,832
07:06:24,832
07:06:25,832
07:06:26,833
07:06:29,833
07:06:30,833
07:06:31,833
07:06:32,833
07:06:33,833
07:06:34,833
07:06:35,833
07:06:36,833
07:06:37,834
07:06:38,833
07:06:39,834
07:06:40,833
07:06:41,834
07:06:42,834
07:06:43,834
07:06:44,834
07:06:45,834
07:06:46,834
07:06:47,834
07:06:48,834
07:06:49,834
07:06:50,834
07:06:51,834
07:06:52,834
07:06:53,834
07:06:54,834
07:06:55,834
07:06:56,835
07:06:57,835
07:06:58,835
07:06:59,835
07:07:00,835
07:07:01,835
07:07:02,835
07:07:03,835
07:07:04,835
07:07:05,835
07:07:06,835
07:07:09,835
07:07:10,836
07:07:11,836
07:07:12,836
07:07:13,836
07:07:14,836
07:07:15,836
07:07:16,836
07:07:17,836
07:07:18,836
07:07:19,836
07:07:20,836
07:07:21,837
07:07:22,837
07:07:23,837
07:07:24,837
07:07:25,837
07:07:26,838
07:07:27,838
07:07:28,838
07:07:29,837
07:07:30,838
07:07:31,837
07:07:32,838
07:07:33,838
07:07:34,838
07:07:35,838
07:07:36,838
07:07:37,838
07:07:38,838
07:07:39,838
07:07:40,838
07:07:41,838
07:07:42,840
07:07:43,838
07:07:44,840
07:07:45,838
07:07:46,838
07:07:47,840
07:07:48,840
07:07:49,838
07:07:50,840
07:07:51,840
07:07:52,838
07:07:53,840
07:07:54,840
07:07:55,840
07:07:56,840
07:07:57,840
07:07:58,840
07:07:59,840
07:08:00,840
07:08:01,840
07:08:02,840
07:08:03,840
07:08:04,840
07:08:05,840
07:08:06,840
07:08:07,840
07:08:08,840
07:08:09,840
07:08:10,840
07:08:11,840
07:08:12,841
07:08:13,840
07:08:14,840
07:08:15,840
07:08:16,840
07:08:17,840
07:08:18,841
07:08:19,841
07:08:20,841
07:08:21,840
07:08:22,841
07:08:23,840
07:08:24,840
07:08:25,840
07:08:26,840
07:08:27,840
07:08:28,840
07:08:29,840
07:08:30,840
07:08:31,840
07:08:32,840
07:08:33,840
07:08:34,840
07:08:35,840
07:08:36,840
07:08:37,840
07:08:38,840
07:08:39,841
07:08:40,840
07:08:41,840
07:08:42,840
07:08:43,840
07:08:44,840
07:08:45,840
07:08:46,840
07:08:48,840
07:08:49,840
07:08:50,840
07:08:51,840
07:08:52,840
07:08:53,840
07:08:54,840
07:08:55,840
07:08:56,840
07:08:57,840
07:08:58,840
07:08:59,840
07:09:00,840
07:09:01,840
07:09:02,840
07:09:03,840
07:09:04,840
07:09:05,840
07:09:06,840
07:09:07,840
07:09:08,840
07:09:09,840
07:09:10,840
07:09:11,840
07:09:12,840
07:09:13,840
07:09:14,840
07:09:15,840
07:09:16,840
07:09:17,838
07:09:18,840
07:09:19,838
07:09:20,840
07:09:21,840
07:09:22,840
07:09:23,840
07:09:24,838
07:09:25,840
07:09:26,840
07:09:27,840
07:09:28,840
07:09:29,840
07:09:30,840
07:09:31,840
07:09:32,840
07:09:33,840
07:09:34,840
07:09:35,840
07:09:36,840
07:09:38,840
07:09:39,840
07:09:40,840
07:09:41,840
07:09:42,840
07:09:43,840
07:09:44,840
07:09:45,840
07:09:46,841
07:09:47,840
07:09:48,841
07:09:49,841
07:09:50,841
07:09:51,841
07:09:52,841
07:09:53,841
07:09:54,841
07:09:55,841
07:09:56,841
07:09:57,841
07:09:58,841
07:09:59,841
07:10:00,841
07:10:01,841
07:10:02,841
07:10:03,841
07:10:04,841
07:10:05,841
07:10:06,842
07:10:07,841
07:10:08,842
07:10:09,842
07:10:10,842
07:10:11,842
07:10:12,842
07:10:13,842
07:10:14,842
07:10:15,842
07:10:16,842
07:10:17,842
07:10:18,843
07:10:19,843
07:10:20,843
07:10:21,843
07:10:22,843
07:10:23,843
07:10:24,843
07:10:25,844
07:10:26,845
07:10:27,845
07:10:28,845
07:10:29,845
07:10:30,845
07:10:31,845
07:10:32,845
07:10:33,845
07:10:34,846
07:10:35,845
07:10:36,846
07:10:37,846
07:10:38,846
07:10:39,846
07:10:40,846
07:10:41,846
07:10:42,846
07:10:43,847
07:10:44,847
07:10:45,847
07:10:46,847
07:10:47,847
07:10:48,847
07:10:49,847
07:10:50,847
07:10:51,847
07:10:52,847
07:10:53,848
07:10:54,848
07:10:55,848
07:10:56,848
07:10:57,848
07:10:58,848
07:10:59,849
07:11:00,849
07:11:01,849
07:11:02,849
07:11:03,849
07:11:04,849
07:11:05,849
07:11:06,850
07:11:07,850
07:11:08,850
07:11:09,850
07:11:10,850
07:11:11,850
07:11:12,852
07:11:13,852
07:11:14,852
07:11:15,852
07:11:16,852
07:11:17,852
07:11:18,853
07:11:19,853
07:11:20,853
07:11:21,853
07:11:22,853
07:11:23,854
07:11:24,854
07:11:26,855
07:11:27,855
07:11:28,855
07:11:29,855
07:11:30,855
07:11:31,855
07:11:32,856
07:11:33,856
07:11:34,856
07:11:35,856
07:11:36,856
07:11:37,856
07:11:38,857
07:11:39,856
07:11:40,857
07:11:41,858
07:11:42,858
07:11:43,858
07:11:44,858
07:11:45,859
07:11:46,859
07:11:47,859
07:11:48,859
07:11:49,859
07:11:50,860
07:11:51,860
07:11:52,860
07:11:53,860
07:11:54,860
07:11:55,861
07:11:56,861
07:11:57,861
07:11:58,861
07:11:59,861
07:12:00,864
07:12:01,864
07:12:02,865
07:12:03,865
07:12:05,865
07:12:06,865
07:12:07,865
07:12:08,866
07:12:09,866
07:12:10,866
07:12:11,866
07:12:12,866
07:12:13,866
07:12:14,867
07:12:15,867
07:12:16,867
07:12:17,867
07:12:18,867
07:12:19,868
07:12:20,868
07:12:21,868
07:12:22,869
07:12:23,869
07:12:24,869
07:12:25,869
07:12:26,869
07:12:27,870
07:12:28,870
07:12:29,870
07:12:30,871
07:12:31,871
07:12:32,871
07:12:33,871
07:12:34,871
07:12:35,873
07:12:36,873
07:12:37,873
07:12:38,873
07:12:39,874
07:12:40,874
07:12:41,874
07:12:42,874
07:12:43,876
07:12:44,876
07:12:45,876
07:12:46,877
07:12:47,877
07:12:48,878
07:12:49,877
07:12:50,878
07:12:51,879
07:12:52,879
07:12:53,879
07:12:54,879
07:12:55,880
07:12:56,880
07:12:57,880
07:12:58,880
07:12:59,880
07:13:00,881
07:13:01,881
07:13:02,882
07:13:03,882
07:13:04,883
07:13:05,883
07:13:06,884
07:13:07,884
07:13:08,884
07:13:09,884
07:13:10,885
07:13:11,885
07:13:12,885
07:13:13,885
07:13:14,886
07:13:15,886
07:13:16,886
07:13:17,888
07:13:18,888
07:13:19,888
07:13:20,888
07:13:21,888
07:13:22,889
07:13:23,889
07:13:24,889
07:13:25,889
07:13:26,890
07:13:27,890
07:13:28,890
07:13:29,890
07:13:30,890
07:13:31,892
07:13:32,893
07:13:33,893
07:13:34,893
07:13:35,893
07:13:36,894
07:13:37,894
07:13:38,894
07:13:39,894
07:13:40,894
07:13:41,894
07:13:42,895
07:13:43,895
07:13:44,895
07:13:45,895
07:13:46,896
07:13:47,896
07:13:48,897
07:13:49,897
07:13:50,897
07:13:51,897
07:13:52,897
07:13:53,897
07:13:55,897
07:13:56,898
07:13:57,898
07:13:58,898
07:13:59,898
07:14:00,898
07:14:01,900
07:14:02,900
07:14:03,900
07:14:04,900
07:14:05,900
07:14:06,900
07:14:07,902
07:14:08,901
07:14:09,902
07:14:10,902
07:14:11,902
07:14:12,902
07:14:13,902
07:14:14,902
07:14:15,902
07:14:16,903
07:14:17,903
07:14:18,903
07:14:19,903
07:14:20,903
07:14:21,903
07:14:22,903
07:14:23,903
07:14:24,903
07:14:25,903
07:14:26,904
07:14:27,904
07:14:28,904
07:14:29,904
07:14:30,904
07:14:31,904
07:14:32,904
07:14:33,905
07:14:34,905
07:14:35,905
07:14:36,905
07:14:37,905
07:14:38,905
07:14:39,905
07:14:40,905
07:14:41,905
07:14:42,906
07:14:43,906
07:14:44,906
07:14:45,906
07:14:46,906
07:14:47,906
07:14:48,906
07:14:49,906
07:14:50,906
07:14:51,906
07:14:52,906
07:14:53,907
07:14:54,907
07:14:55,907
07:14:56,907
07:14:57,907
07:14:58,907
07:14:59,907
07:15:00,907
07:15:01,907
07:15:02,907
07:15:03,907
07:15:04,907
07:15:05,907
07:15:06,908
07:15:07,907
07:15:08,908
07:15:09,907
07:15:10,908
07:15:11,908
07:15:12,908
07:15:13,908
07:15:14,908
07:15:15,908
07:15:16,908
07:15:17,908
07:15:18,908
07:15:19,908
07:15:20,908
07:15:22,908
07:15:23,908
07:15:24,909
07:15:25,908
07:15:26,908
07:15:27,908
07:15:28,909
07:15:29,908
07:15:30,908
07:15:31,908
07:15:32,908
07:15:33,909
07:15:34,909
07:15:35,909
07:15:36,909
07:15:37,908
07:15:38,908
07:15:39,909
07:15:40,908
07:15:41,908
07:15:42,908
07:15:43,908
07:15:44,908
07:15:45,909
07:15:46,908
07:15:47,908
07:15:48,908
07:15:49,908
07:15:50,908
07:15:51,908
07:15:52,908
07:15:53,908
07:15:54,908
07:15:55,908
07:15:56,908
07:15:57,908
07:15:58,908
07:15:59,908
07:16:00,908
07:16:01,908
07:16:02,908
07:16:03,908
07:16:04,908
07:16:05,908
07:16:06,908
07:16:07,907
07:16:08,908
07:16:09,908
07:16:10,908
07:16:11,908
07:16:12,908
07:16:13,908
07:16:14,908
07:16:15,907
07:16:16,907
07:16:17,908
07:16:18,907
07:16:19,907
07:16:20,908
07:16:21,907
07:16:22,907
07:16:23,907
07:16:24,907
07:16:25,907
07:16:26,907
07:16:27,907
07:16:28,907
07:16:29,907
07:16:30,907
07:16:31,907
07:16:32,907
07:16:33,907
07:16:34,907
07:16:35,907
07:16:36,907
07:16:37,907
07:16:38,907
07:16:39,906
07:16:40,906
07:16:41,907
07:16:42,906
07:16:43,906
07:16:44,907
07:16:45,907
07:16:46,906
07:16:47,907
07:16:48,906
07:16:49,906
07:16:50,907
07:16:51,907
07:16:52,906
07:16:54,907
07:16:55,907
07:16:56,907
07:16:57,907
07:16:58,907
07:16:59,907
07:17:00,907
07:17:01,906
07:17:02,907
07:17:03,907
07:17:04,907
07:17:05,907
07:17:06,906
07:17:07,907
07:17:08,907
07:17:09,907
07:17:10,907
07:17:11,907
07:17:12,907
07:17:13,907
07:17:14,907
07:17:15,907
07:17:16,907
07:17:17,907
07:17:18,907
07:17:19,907
07:17:20,907
07:17:21,907
07:17:22,907
07:17:23,907
07:17:24,907
07:17:25,907
07:17:26,907
07:17:27,907
07:17:28,907
07:17:29,907
07:17:30,907
07:17:31,907
07:17:32,907
07:17:33,908
07:17:34,907
07:17:35,908
07:17:36,908
07:17:37,908
07:17:38,908
07:17:39,908
07:17:40,908
07:17:41,908
07:17:43,908
07:17:44,908
07:17:45,908
07:17:46,908
07:17:47,908
07:17:48,908
07:17:49,908
07:17:50,909
07:17:51,909
07:17:52,909
07:17:53,909
07:17:54,910
07:17:55,909
07:17:56,909
07:17:57,910
07:17:58,910
07:17:59,912
07:18:00,910
07:18:01,912
07:18:02,912
07:18:03,912
07:18:04,913
07:18:05,912
07:18:06,913
07:18:07,913
07:18:08,913
07:18:09,913
07:18:10,913
07:18:11,913
07:18:12,913
07:18:13,913
07:18:14,914
07:18:15,913
07:18:16,913
07:18:17,914
07:18:18,914
07:18:19,914
07:18:20,914
07:18:21,914
07:18:22,914
07:18:23,914
07:18:24,914
07:18:25,914
07:18:26,915
07:18:27,915
07:18:28,915
07:18:29,915
07:18:30,915
07:18:31,915
07:18:32,915
07:18:33,915
07:18:34,915
07:18:35,915
07:18:36,916
07:18:37,916
07:18:38,916
07:18:39,916
07:18:40,916
07:18:41,916
07:18:42,916
07:18:43,916
07:18:44,916
07:18:45,916
07:18:46,916
07:18:47,916
07:18:48,916
07:18:49,916
07:18:50,916
07:18:51,916
07:18:52,917
07:18:53,917
07:18:54,917
07:18:55,917
07:18:56,918
07:18:57,917
07:18:58,918
07:19:00,917
07:19:01,918
07:19:02,918
07:19:03,918
07:19:04,918
07:19:05,918
07:19:06,918
07:19:07,918
07:19:08,918
07:19:09,918
07:19:10,918
07:19:11,918
07:19:12,919
07:19:13,918
07:19:14,919
07:19:15,919
07:19:16,918
07:19:17,919
07:19:18,919
07:19:19,919
07:19:20,919
07:19:21,919
07:19:22,919
07:19:23,920
07:19:24,919
07:19:25,920
07:19:26,920
07:19:27,920
07:19:28,920
07:19:29,920
07:19:30,920
07:19:31,921
07:19:32,921
07:19:33,921
07:19:34,920
07:19:35,921
07:19:36,921
07:19:37,921
07:19:38,921
07:19:39,921
07:19:40,921
07:19:41,921
07:19:42,921
07:19:43,921
07:19:44,921
07:19:45,921
07:19:46,921
07:19:47,921
07:19:48,921
07:19:49,921
07:19:50,921
07:19:51,921
07:19:52,921
07:19:53,921
07:19:54,921
07:19:55,921
07:19:56,921
07:19:57,921
07:19:58,921
07:19:59,921
07:20:00,921
07:20:01,921
07:20:02,921
07:20:03,921
07:20:04,921
07:20:05,921
07:20:06,921
07:20:07,921
07:20:08,921
07:20:09,921
07:20:10,922
07:20:11,922
07:20:12,921
07:20:13,921
07:20:14,921
07:20:15,922
07:20:16,921
07:20:17,922
07:20:18,922
07:20:19,922
07:20:20,921
07:20:21,921
07:20:22,922
07:20:23,921
07:20:24,921
07:20:25,921
07:20:26,921
07:20:27,922
07:20:28,921
07:20:29,921
07:20:30,922
07:20:31,921
07:20:32,922
07:20:33,921
07:20:34,922
07:20:35,921
07:20:36,921
07:20:37,921
07:20:38,922
07:20:39,922
07:20:40,921
07:20:41,922
07:20:43,921
07:20:44,922
07:20:45,921
07:20:46,921
07:20:47,921
07:20:48,922
07:20:49,921
07:20:50,921
07:20:51,922
07:20:52,921
07:20:53,921
07:20:54,921
07:20:55,921
07:20:56,921
07:20:57,921
07:20:58,921
07:20:59,921
07:21:00,921
07:21:01,921
07:21:02,921
07:21:03,921
07:21:04,921
07:21:05,921
07:21:06,921
07:21:07,921
07:21:08,921
07:21:09,921
07:21:10,921
07:21:11,921
07:21:12,921
07:21:13,921
07:21:14,921
07:21:15,921
07:21:16,921
07:21:17,920
07:21:18,921
07:21:19,920
07:21:20,920
07:21:21,920
07:21:22,920
07:21:23,920
07:21:24,920
07:21:25,920
07:21:26,920
07:21:27,920
07:21:28,920
07:21:29,920
07:21:30,920
07:21:31,920
07:21:32,919
07:21:33,920
07:21:34,919
07:21:35,919
07:21:36,919
07:21:37,919
07:21:38,919
07:21:39,919
07:21:40,919
07:21:41,919
07:21:42,919
07:21:43,919
07:21:44,919
07:21:45,919
07:21:46,919
07:21:47,919
07:21:48,919
07:21:49,919
07:21:50,918
07:21:51,919
07:21:52,918
07:21:53,918
07:21:54,918
07:21:55,918
07:21:56,918
07:21:57,918
07:21:58,918
07:21:59,918
07:22:00,918
07:22:01,919
07:22:02,918
07:22:03,918
07:22:04,918
07:22:05,918
07:22:06,918
07:22:07,918
07:22:08,918
07:22:09,918
07:22:11,918
07:22:12,918
07:22:13,918
07:22:14,918
07:22:15,918
07:22:16,918
07:22:17,918
07:22:18,919
07:22:19,918
07:22:20,918
07:22:21,918
07:22:22,918
07:22:23,918
07:22:24,918
07:22:25,919
07:22:26,919
07:22:27,919
07:22:28,919
07:22:29,919
07:22:30,919
07:22:31,919
07:22:32,919
07:22:33,919
07:22:34,919
07:22:35,920
07:22:36,920
07:22:37,920
07:22:38,920
07:22:39,921
07:22:40,920
07:22:41,920
07:22:42,920
07:22:43,921
07:22:44,920
07:22:45,921
07:22:46,921
07:22:47,921
07:22:48,921
07:22:49,921
07:22:50,921
07:22:51,921
07:22:52,921
07:22:53,921
07:22:54,921
07:22:55,921
07:22:56,921
07:22:57,922
07:22:58,922
07:22:59,922
07:23:00,922
07:23:01,922
07:23:02,922
07:23:03,922
07:23:04,924
07:23:05,922
07:23:06,924
07:23:07,924
07:23:08,921
07:23:09,924
07:23:10,921
07:23:11,924
07:23:12,921
07:23:13,924
07:23:14,921
07:23:15,924
07:23:16,921
07:23:17,925
07:23:18,922
07:23:19,925
07:23:20,922
07:23:21,925
07:23:22,922
07:23:23,925
07:23:24,922
07:23:25,925
07:23:26,922
07:23:27,925
07:23:28,922
07:23:29,925
07:23:30,922
07:23:31,925
07:23:32,922
07:23:33,925
07:23:34,922
07:23:35,926
07:23:36,924
07:23:37,926
07:23:38,924
07:23:39,926
07:23:40,924
07:23:41,926
07:23:42,924
07:23:43,926
07:23:44,924
07:23:45,926
07:23:46,924
07:23:47,926
07:23:48,924
07:23:49,926
07:23:50,924
07:23:51,926
07:23:52,925
07:23:53,927
07:23:54,925
07:23:56,927
07:23:57,925
07:23:58,927
07:23:59,925
07:24:00,927
07:24:01,925
07:24:02,927
07:24:03,925
07:24:04,927
07:24:05,925
07:24:06,927
07:24:07,925
07:24:08,927
07:24:09,925
07:24:10,927
07:24:11,926
07:24:12,928
07:24:13,925
07:24:14,928
07:24:15,925
07:24:16,928
07:24:17,926
07:24:18,928
07:24:19,926
07:24:20,928
07:24:21,926
07:24:22,928
07:24:23,926
07:24:24,928
07:24:25,926
07:24:26,928
07:24:27,926
07:24:28,928
07:24:29,926
07:24:30,928
07:24:31,926
07:24:32,928
07:24:33,926
07:24:34,928
07:24:35,926
07:24:36,928
07:24:37,926
07:24:38,928
07:24:39,926
07:24:40,929
07:24:41,926
07:24:42,928
07:24:43,926
07:24:44,928
07:24:45,926
07:24:46,929
07:24:47,927
07:24:48,929
07:24:49,927
07:24:50,930
07:24:51,928
07:24:52,929
07:24:53,928
07:24:54,930
07:24:55,928
07:24:56,930
07:24:57,928
07:24:58,930
07:24:59,928
07:25:00,931
07:25:01,931
07:25:02,930
07:25:03,931
07:25:04,931
07:25:05,931
07:25:06,931
07:25:07,931
07:25:08,931
07:25:09,931
07:25:10,931
07:25:11,931
07:25:12,931
07:25:13,931
07:25:14,931
07:25:15,931
07:25:16,931
07:25:17,931
07:25:18,931
07:25:19,931
07:25:20,931
07:25:21,931
07:25:22,931
07:25:23,931
07:25:24,930
07:25:25,931
07:25:26,931
07:25:27,931
07:25:28,931
07:25:29,931
07:25:30,931
07:25:31,931
07:25:32,931
07:25:33,931
07:25:34,931
07:25:35,931
07:25:36,931
07:25:38,931
07:25:39,931
07:25:40,930
07:25:41,931
07:25:42,931
07:25:43,931
07:25:44,931
07:25:45,931
07:25:46,931
07:25:47,931
07:25:48,931
07:25:49,931
07:25:50,930
07:25:51,930
07:25:52,931
07:25:53,930
07:25:54,931
07:25:55,930
07:25:56,931
07:25:57,930
07:25:58,930
07:25:59,931
07:26:00,930
07:26:01,931
07:26:02,931
07:26:03,930
07:26:04,930
07:26:05,930
07:26:06,931
07:26:07,930
07:26:08,930
07:26:09,930
07:26:10,930
07:26:11,930
07:26:12,930
07:26:13,930
07:26:14,928
07:26:15,929
07:26:16,929
07:26:17,928
07:26:18,929
07:26:19,928
07:26:20,928
07:26:21,928
07:26:22,928
07:26:23,928
07:26:24,928
07:26:25,928
07:26:26,929
07:26:27,928
07:26:28,928
07:26:29,928
07:26:30,928
07:26:31,928
07:26:32,928
07:26:33,928
07:26:34,928
07:26:35,928
07:26:36,928
07:26:37,928
07:26:38,928
07:26:39,928
07:26:40,928
07:26:41,927
07:26:42,927
07:26:43,927
07:26:44,927
07:26:45,927
07:26:46,927
07:26:47,927
07:26:48,927
07:26:49,927
07:26:50,927
07:26:51,927
07:26:52,927
07:26:53,927
07:26:54,927
07:26:55,927
07:26:57,927
07:26:58,926
07:26:59,927
07:27:00,927
07:27:01,926
07:27:02,926
07:27:03,926
07:27:04,926
07:27:05,926
07:27:06,926
07:27:07,926
07:27:08,926
07:27:09,926
07:27:10,926
07:27:11,926
07:27:12,926
07:27:13,926
07:27:14,926
07:27:15,926
07:27:16,926
07:27:17,926
07:27:18,926
07:27:19,926
07:27:20,926
07:27:21,926
07:27:22,926
07:27:23,926
07:27:24,925
07:27:25,925
07:27:26,925
07:27:27,925
07:27:28,925
07:27:29,925
07:27:30,925
07:27:31,925
07:27:32,925
07:27:33,925
07:27:34,925
07:27:35,925
07:27:36,925
07:27:38,925
07:27:39,925
07:27:40,925
07:27:41,925
07:27:42,925
07:27:43,925
07:27:44,924
07:27:45,925
07:27:46,925
07:27:47,924
07:27:48,925
07:27:49,925
07:27:50,925
07:27:51,924
07:27:52,924
07:27:53,924
07:27:54,924
07:27:55,924
07:27:56,924
07:27:57,924
07:27:58,924
07:27:59,924
07:28:00,924
07:28:01,924
07:28:02,924
07:28:03,924
07:28:04,924
07:28:05,924
07:28:06,924
07:28:07,924
07:28:08,924
07:28:09,924
07:28:10,924
07:28:11,924
07:28:12,922
07:28:13,924
07:28:14,922
07:28:15,924
07:28:16,922
07:28:17,922
07:28:18,922
07:28:19,922
07:28:20,922
07:28:21,922
07:28:22,922
07:28:23,922
07:28:24,922
07:28:25,922
07:28:26,922
07:28:27,921
07:28:28,921
07:28:29,921
07:28:30,921
07:28:31,921
07:28:32,921
07:28:33,921
07:28:34,921
07:28:35,921
07:28:36,921
07:28:37,921
07:28:38,921
07:28:39,921
07:28:40,921
07:28:41,921
07:28:42,921
07:28:43,921
07:28:44,921
07:28:45,921
07:28:46,921
07:28:47,921
07:28:48,921
07:28:49,921
07:28:50,921
07:28:51,921
07:28:52,921
07:28:53,921
07:28:54,921
07:28:55,921
07:28:56,921
07:28:57,921
07:28:58,921
07:28:59,921
07:29:00,921
07:29:01,921
07:29:04,920
07:29:05,921
07:29:06,921
07:29:07,921
07:29:08,921
07:29:10,920
07:29:11,921
07:29:12,921
07:29:13,921
07:29:14,921
07:29:15,921
07:29:16,920
07:29:17,921
07:29:18,921
07:29:19,920
07:29:20,920
07:29:21,921
07:29:22,920
07:29:23,921
07:29:24,921
07:29:25,920
07:29:26,920
07:29:27,920
07:29:28,920
07:29:29,919
07:29:30,920
07:29:31,920
07:29:32,920
07:29:33,920
07:29:34,920
07:29:35,920
07:29:36,920
07:29:37,920
07:29:38,920
07:29:39,920
07:29:40,920
07:29:41,920
07:29:42,920
07:29:44,920
07:29:45,920
07:29:46,919
07:29:47,919
07:29:48,919
07:29:49,919
07:29:50,919
07:29:51,919
07:29:52,919
07:29:53,919
07:29:54,919
07:29:55,919
07:29:56,919
07:29:57,919
07:29:58,919
07:29:59,919
07:30:00,919
07:30:01,919
07:30:02,919
07:30:03,919
07:30:04,919
07:30:05,919
07:30:06,919
07:30:07,918
07:30:08,919
07:30:09,919
07:30:10,919
07:30:11,919
07:30:12,919
07:30:13,918
07:30:14,919
07:30:15,919
07:30:16,918
07:30:17,919
07:30:18,919
07:30:19,919
07:30:20,918
07:30:21,918
07:30:22,918
07:30:23,918
07:30:24,918
07:30:25,918
07:30:26,918
07:30:27,918
07:30:28,916
07:30:29,918
07:30:30,918
07:30:31,918
07:30:32,918
07:30:33,918
07:30:34,918
07:30:35,918
07:30:36,917
07:30:37,917
07:30:38,917
07:30:39,918
07:30:40,918
07:30:41,917
07:30:42,917
07:30:43,917
07:30:44,917
07:30:45,917
07:30:46,917
07:30:47,917
07:30:48,916
07:30:49,917
07:30:50,917
07:30:51,916
07:30:52,916
07:30:53,916
07:30:54,916
07:30:55,916
07:30:56,916
07:30:57,916
07:30:59,916
07:31:00,916
07:31:01,916
07:31:02,916
07:31:03,916
07:31:04,916
07:31:05,915
07:31:06,916
07:31:08,916
07:31:09,915
07:31:10,915
07:31:11,915
07:31:12,915
07:31:13,915
07:31:14,915
07:31:15,915
07:31:16,915
07:31:17,915
07:31:18,915
07:31:19,914
07:31:20,914
07:31:21,914
07:31:22,914
07:31:23,914
07:31:24,914
07:31:25,914
07:31:26,914
07:31:27,914
07:31:28,914
07:31:29,913
07:31:30,913
07:31:31,913
07:31:32,913
07:31:33,913
07:31:34,913
07:31:35,913
07:31:36,913
07:31:37,913
07:31:39,913
07:31:40,913
07:31:41,913
07:31:42,913
07:31:43,913
07:31:44,913
07:31:45,913
07:31:46,912
07:31:47,912
07:31:48,912
07:31:49,912
07:31:50,912
07:31:51,910
07:31:52,912
07:31:53,912
07:31:54,910
07:31:55,910
07:31:56,910
07:31:57,909
07:31:58,909
07:31:59,909
07:32:00,909
07:32:01,908
07:32:02,908
07:32:03,908
07:32:04,908
07:32:05,908
07:32:06,908
07:32:07,908
07:32:08,908
07:32:09,908
07:32:10,908
07:32:11,908
07:32:12,907
07:32:13,908
07:32:14,907
07:32:15,907
07:32:16,907
07:32:17,907
07:32:18,907
07:32:19,907
07:32:20,907
07:32:21,907
07:32:22,907
07:32:23,907
07:32:24,907
07:32:25,906
07:32:26,907
07:32:27,906
07:32:28,906
07:32:30,907
07:32:31,906
07:32:32,906
07:32:33,906
07:32:34,906
07:32:35,906
07:32:36,906
07:32:37,905
07:32:38,906
07:32:39,905
07:32:40,906
07:32:41,905
07:32:42,905
07:32:43,905
07:32:44,905
07:32:45,905
07:32:46,905
07:32:47,905
07:32:48,905
07:32:49,905
07:32:50,905
07:32:51,905
07:32:52,905
07:32:53,905
07:32:54,905
07:32:55,905
07:32:56,904
07:32:58,905
07:32:59,905
07:33:00,905
07:33:01,905
07:33:02,905
07:33:03,905
07:33:04,905
07:33:05,905
07:33:06,904
07:33:07,905
07:33:08,905
07:33:09,905
07:33:10,905
07:33:11,905
07:33:12,904
07:33:13,904
07:33:14,905
07:33:15,905
07:33:16,905
07:33:17,905
07:33:18,905
07:33:19,905
07:33:20,905
07:33:21,905
07:33:22,905
07:33:23,905
07:33:24,905
07:33:25,905
07:33:26,905
07:33:27,905
07:33:28,905
07:33:29,905
07:33:30,905
07:33:31,906
07:33:32,906
07:33:33,905
07:33:34,906
07:33:35,906
07:33:36,906
07:33:37,906
07:33:38,906
07:33:39,906
07:33:40,906
07:33:41,906
07:33:42,906
07:33:43,906
07:33:44,906
07:33:45,906
07:33:46,906
07:33:47,907
07:33:48,906
07:33:49,906
07:33:50,907
07:33:51,907
07:33:52,907
07:33:53,907
07:33:55,907
07:33:56,907
07:33:57,907
07:33:58,907
07:33:59,907
07:34:00,907
07:34:01,907
07:34:02,907
07:34:03,907
07:34:04,908
07:34:05,907
07:34:06,908
07:34:07,908
07:34:08,908
07:34:09,908
07:34:10,908
07:34:11,908
07:34:12,908
07:34:13,908
07:34:14,908
07:34:15,909
07:34:16,908
07:34:17,908
07:34:18,908
07:34:19,908
07:34:20,909
07:34:21,909
07:34:22,909
07:34:23,909
07:34:24,909
07:34:25,909
07:34:26,909
07:34:27,909
07:34:28,909
07:34:29,910
07:34:30,912
07:34:31,910
07:34:32,912
07:34:33,912
07:34:34,912
07:34:35,912
07:34:36,912
07:34:37,912
07:34:38,912
07:34:39,912
07:34:40,912
07:34:41,912
07:34:43,913
07:34:44,913
07:34:45,913
07:34:46,913
07:34:47,913
07:34:48,913
07:34:49,913
07:34:50,913
07:34:51,913
07:34:52,913
07:34:53,913
07:34:54,914
07:34:55,914
07:34:56,914
07:34:57,914
07:34:58,914
07:34:59,914
07:35:00,914
07:35:01,914
07:35:02,914
07:35:03,914
07:35:04,914
07:35:05,915
07:35:06,915
07:35:07,915
07:35:08,915
07:35:09,915
07:35:10,915
07:35:11,915
07:35:12,915
07:35:13,915
07:35:14,916
07:35:15,916
07:35:16,916
07:35:17,916
07:35:18,916
07:35:19,916
07:35:20,916
07:35:21,916
07:35:22,916
07:35:23,917
07:35:24,916
07:35:25,917
07:35:27,918
07:35:28,917
07:35:29,918
07:35:30,916
07:35:31,918
07:35:32,918
